#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP,InterSD,InterSK,IntraSD
1,Spencer Strider,ATL,30,30,178.2,15,6,15,0,0,134,67,20,251,59,12.64,2.98,4.24,1.03,0.206,1.08,0.298,73.00%,3.39,3.05,6.3,5.43,-1.33,1.53
2,Zack Wheeler,PHI,30,30,186.2,13,8,16,0,0,164,73,21,194,44,9.35,2.14,4.37,1.01,0.233,1.12,0.292,72.10%,3.52,3.48,24.8,2.18,-1.35,1.15
3,Logan Webb,SFG,30,30,193,12,10,16,0,0,183,73,16,172,41,8.04,1.91,4.21,0.75,0.246,1.16,0.301,71.60%,3.42,3.31,53,3.43,0.4,1.07
4,Kevin Gausman,TOR,30,30,181.1,12,9,16,0,0,161,69,22,211,48,10.49,2.37,4.42,1.1,0.234,1.15,0.305,75.10%,3.44,3.38,28,3.21,-0.15,1.12
5,Aaron Nola,PHI,30,30,186,12,9,14,0,0,169,80,26,195,41,9.43,1.96,4.81,1.26,0.238,1.12,0.293,70.40%,3.89,3.73,52.6,2.98,-1.46,1.24
6,Pablo López,MIN,30,30,184.2,12,8,15,0,0,162,72,21,204,49,9.95,2.38,4.17,1.05,0.232,1.14,0.297,73.20%,3.52,3.5,35.1,3.58,-0.37,1.08
7,Gerrit Cole,NYY,31,31,195,14,8,17,0,0,164,76,27,218,49,10.09,2.26,4.46,1.26,0.225,1.09,0.283,74.60%,3.51,3.68,13.1,5.22,0.65,1.37
8,George Kirby,SEA,30,30,181.1,12,9,15,0,0,171,72,22,171,27,8.48,1.34,6.32,1.09,0.245,1.09,0.295,71.60%,3.57,3.51,33.8,2.74,-2.85,1.25
9,Tarik Skubal,DET,28,28,154.2,10,9,12,0,0,132,59,17,177,41,10.29,2.38,4.33,0.99,0.228,1.12,0.298,72.90%,3.44,3.3,49.9,3.72,0.09,1.01
10,Zach Eflin,TBR,28,28,165.1,12,8,13,0,0,154,67,20,161,29,8.73,1.59,5.51,1.1,0.243,1.11,0.295,71.40%,3.63,3.54,80.1,3.21,0.18,1.08
11,Framber Valdez,HOU,29,29,186.2,14,8,17,0,0,164,70,16,186,61,8.95,2.93,3.05,0.79,0.232,1.2,0.293,73.40%,3.4,3.55,58.6,2.96,-0.23,1.25
12,Corbin Burnes,BAL,30,30,188,12,8,16,0,0,157,74,21,202,57,9.67,2.74,3.53,1.02,0.224,1.14,0.283,72.70%,3.53,3.63,18.6,5.21,0.36,1.06
13,Zac Gallen,ARI,30,30,188,13,9,15,0,0,166,76,22,193,51,9.24,2.43,3.8,1.06,0.233,1.15,0.29,72.00%,3.66,3.67,40.1,3.53,0.44,1.03
14,Yoshinobu Yamamoto,LAD,27,27,167.2,12,8,11,0,0,145,69,20,178,45,9.53,2.4,3.97,1.1,0.229,1.13,0.287,71.10%,3.71,3.63,41.5,6.37,0.83,1.03
15,Max Fried,ATL,28,28,163.2,13,7,13,0,0,152,62,17,157,40,8.64,2.21,3.92,0.91,0.243,1.18,0.299,74.00%,3.4,3.49,62.5,2.92,0.11,1.07
16,Luis Castillo,SEA,30,30,188.1,13,9,15,0,0,160,74,23,200,57,9.55,2.73,3.5,1.1,0.227,1.15,0.283,73.90%,3.54,3.74,30.2,2.8,0.48,1.08
17,Freddy Peralta,MIL,28,28,161.2,11,9,12,0,0,129,66,21,194,56,10.82,3.1,3.49,1.19,0.216,1.14,0.281,72.70%,3.7,3.74,54.1,1.98,1.36,0.95
18,Justin Steele,CHC,29,29,170.2,11,8,13,0,0,160,70,18,166,50,8.74,2.66,3.29,0.95,0.244,1.23,0.301,72.80%,3.67,3.7,99.6,1.32,-0.27,0.9
19,Jesús Luzardo,MIA,29,29,168,11,9,13,0,0,148,70,22,191,55,10.22,2.95,3.47,1.16,0.233,1.21,0.299,73.20%,3.78,3.76,80.4,1.71,-0.17,0.89
20,Sonny Gray,STL,28,28,163,10,8,12,0,0,147,66,16,155,53,8.58,2.93,2.93,0.9,0.237,1.23,0.292,72.40%,3.64,3.76,115.5,2.18,1.14,0.74
21,Tyler Glasnow,LAD,24,24,138.1,12,6,11,0,0,110,54,18,175,43,11.38,2.8,4.07,1.18,0.216,1.11,0.29,74.20%,3.5,3.43,41.8,3.47,-2.36,0.99
22,Blake Snell,,28,28,159.1,11,8,13,0,0,124,62,18,202,78,11.41,4.38,2.6,1,0.212,1.27,0.29,76.00%,3.49,3.7,69.3,3.99,0.45,1.31
23,Logan Gilbert,SEA,31,31,184,12,9,14,0,0,168,78,26,183,42,8.96,2.05,4.37,1.26,0.239,1.14,0.288,71.90%,3.82,3.86,61.2,2.35,-0.74,1.05
24,Mitch Keller,PIT,30,30,180.2,10,10,13,0,0,173,84,21,174,61,8.67,3.02,2.87,1.05,0.249,1.29,0.303,70.10%,4.16,4.03,164.6,1.76,-1.28,1.37
25,Jordan Montgomery,,28,28,168.2,10,8,12,0,0,161,72,21,153,46,8.17,2.43,3.35,1.11,0.248,1.23,0.295,72.20%,3.86,3.95,151.3,2.41,0.29,0.71
26,Shane Bieber,CLE,26,26,166,10,8,14,0,0,156,70,20,157,43,8.5,2.33,3.65,1.11,0.246,1.2,0.296,72.20%,3.79,3.83,158.1,2.91,-0.05,0.66
27,Bobby Miller,LAD,26,26,152,12,7,10,0,0,133,65,18,149,42,8.84,2.5,3.54,1.06,0.231,1.15,0.282,69.80%,3.83,3.8,999,3.25,0.13,0.91
28,Grayson Rodriguez,BAL,28,28,158.2,11,8,11,0,0,136,66,19,171,53,9.68,2.99,3.24,1.07,0.229,1.19,0.289,72.20%,3.74,3.74,999,3.95,-0.26,0.75
29,Dylan Cease,CHW,30,30,173.2,10,9,12,0,0,150,77,23,201,75,10.4,3.88,2.68,1.17,0.23,1.3,0.296,72.90%,4.01,4.06,109,2.32,-1.07,1.38
30,Tanner Bibee,CLE,28,28,164.1,11,8,12,0,0,148,69,21,168,50,9.19,2.74,3.36,1.16,0.237,1.21,0.291,73.40%,3.76,3.92,107.4,5.6,0.9,0.76
31,Cole Ragans,KCR,27,27,159,10,9,11,0,0,138,69,18,171,66,9.66,3.71,2.61,1.01,0.23,1.28,0.292,72.20%,3.88,3.9,102.7,3.6,0.4,0.99
32,Joe Musgrove,SDP,26,26,156.2,10,7,13,0,0,140,63,20,156,39,8.95,2.27,3.95,1.13,0.236,1.15,0.288,73.30%,3.6,3.86,91.1,2.99,0.29,0.8
33,Kodai Senga,NYM,24,24,144.1,10,7,11,0,0,118,59,17,167,63,10.41,3.95,2.63,1.05,0.22,1.26,0.287,74.20%,3.69,3.89,94.9,3.43,-0.74,0.86
34,Eduardo Rodriguez,ARI,28,28,162.2,12,9,12,0,0,154,71,19,154,53,8.5,2.95,2.88,1.07,0.246,1.28,0.297,72.30%,3.92,3.98,193.9,2.4,0.33,1.08
35,Braxton Garrett,MIA,28,28,155.2,9,9,10,0,0,152,67,19,152,40,8.78,2.34,3.75,1.13,0.252,1.24,0.307,72.70%,3.86,3.89,191.5,2.49,-0.88,0.59
36,Joe Ryan,MIN,28,28,163,11,9,12,0,0,143,72,26,181,42,9.99,2.31,4.31,1.42,0.233,1.14,0.287,71.40%,4,4,84.2,1.93,-0.77,1.11
37,Michael King,SDP,23,32,135.2,9,7,8,0,1,118,54,16,149,46,9.9,3.04,3.26,1.06,0.23,1.21,0.294,74.10%,3.59,3.74,137.2,4.48,0.08,0.61
38,Chris Bassitt,TOR,29,29,180,12,10,15,0,0,167,80,25,162,53,8.07,2.63,3.07,1.23,0.242,1.22,0.283,71.50%,4.01,4.3,135,4.17,-0.23,1.03
39,Carlos Rodón,NYY,25,25,138,10,8,10,0,0,117,63,19,157,47,10.24,3.05,3.36,1.27,0.226,1.19,0.286,70.20%,4.08,3.97,140,6.38,-1.14,0.79
40,Merrill Kelly,ARI,29,29,179,11,10,14,0,0,165,79,23,170,61,8.55,3.08,2.77,1.15,0.241,1.27,0.29,72.10%,3.99,4.12,147.3,4.4,-0.13,1.14
41,Chris Sale,ATL,23,23,124,8,6,8,0,0,108,53,17,147,36,10.66,2.63,4.05,1.25,0.231,1.17,0.299,71.90%,3.87,3.78,124.8,3.8,-0.91,0.59
42,Hunter Greene,CIN,27,27,149,9,9,10,0,0,128,69,25,187,57,11.27,3.43,3.29,1.51,0.229,1.24,0.296,73.00%,4.19,4.25,137.6,3.69,-0.85,1.09
43,José Berríos,TOR,29,29,174,11,10,13,0,0,166,80,25,163,48,8.44,2.49,3.39,1.29,0.248,1.23,0.292,70.70%,4.16,4.23,165.9,2.66,-0.35,1.07
44,Ranger Suárez,PHI,27,27,149.2,9,8,10,0,0,145,67,16,132,55,7.92,3.31,2.4,0.99,0.25,1.34,0.298,72.00%,4.01,4.12,347.1,0.66,-1.46,1.02
45,Justin Verlander,HOU,25,25,150,11,8,12,0,0,137,66,21,139,42,8.36,2.52,3.31,1.27,0.239,1.19,0.281,72.00%,3.94,4.18,133.2,6.09,1.88,0.73
46,Yu Darvish,SDP,24,24,144.1,9,8,11,0,0,130,66,21,145,40,9.08,2.47,3.68,1.3,0.237,1.17,0.286,69.80%,4.1,4.1,187.3,3.61,-0.16,0.78
47,Aaron Civale,TBR,25,25,142,9,8,9,0,0,132,64,20,133,37,8.44,2.36,3.57,1.24,0.243,1.19,0.288,70.50%,4.04,4.1,203.5,2.52,0.87,0.59
48,Hunter Brown,HOU,27,30,150.2,11,8,11,0,0,136,67,18,162,56,9.7,3.32,2.92,1.1,0.238,1.27,0.301,71.80%,3.99,3.92,169.9,3.88,-0.99,1.04
49,Eury Pérez,MIA,25,25,134,8,8,9,0,0,113,58,20,152,44,10.2,2.99,3.41,1.33,0.226,1.18,0.283,73.10%,3.88,4.02,77.7,4.84,0.47,0.59
50,Brayan Bello,BOS,28,28,159.2,11,10,11,0,0,163,76,19,139,53,7.8,2.96,2.64,1.06,0.26,1.35,0.308,70.20%,4.29,4.15,222.5,3.1,-0.82,1.51
51,Reid Detmers,LAA,27,27,150.2,8,9,10,0,0,137,71,21,161,57,9.63,3.4,2.83,1.25,0.238,1.28,0.295,70.60%,4.27,4.24,228.4,3.31,-1.15,1.01
52,Shota Imanaga,CHC,25,25,144.2,9,7,8,0,0,134,62,21,146,41,9.05,2.57,3.52,1.33,0.242,1.21,0.291,74.00%,3.87,4.13,999,4.13,-1.32,0.52
53,Bailey Ober,MIN,27,27,153,9,8,10,0,0,144,69,24,149,35,8.77,2.04,4.3,1.43,0.245,1.17,0.289,71.50%,4.07,4.16,139.3,2.5,0.71,0.8
54,Marcus Stroman,NYY,27,27,151.1,10,9,12,0,0,145,67,17,128,49,7.63,2.93,2.6,1.01,0.248,1.28,0.292,71.10%,3.99,4.1,267.6,1.77,0.82,0.8
55,Nathan Eovaldi,TEX,25,25,149,9,7,11,0,0,142,67,20,138,44,8.31,2.63,3.16,1.23,0.248,1.25,0.293,71.80%,4.06,4.18,205.9,3.97,0.7,0.7
56,Andrew Abbott,CIN,24,24,131.2,8,7,8,0,0,122,63,21,143,51,9.8,3.51,2.8,1.46,0.242,1.31,0.296,73.00%,4.31,4.45,282.1,3.37,-0.7,0.92
57,Patrick Sandoval,LAA,26,26,149,8,10,9,0,0,142,67,16,138,65,8.32,3.93,2.12,0.99,0.248,1.39,0.299,72.60%,4.08,4.25,430,3.64,0.44,1.4
58,Nick Pivetta,BOS,26,30,157.1,10,10,9,0,0,137,74,24,180,57,10.3,3.25,3.17,1.4,0.23,1.23,0.288,70.80%,4.26,4.19,165.9,4.31,0.29,1.2
59,Sean Manaea,NYM,22,30,137.2,8,8,9,0,1,128,65,20,142,44,9.32,2.89,3.23,1.29,0.243,1.25,0.298,70.50%,4.23,4.14,316.3,3.38,-0.38,0.73
60,Lucas Giolito,BOS,29,29,168.1,10,10,11,0,0,160,86,27,176,63,9.39,3.39,2.77,1.47,0.247,1.33,0.298,70.30%,4.6,4.53,226.4,2.58,1.29,1.88
61,Nestor Cortes,NYY,23,26,129,8,6,9,0,0,113,57,20,131,37,9.17,2.59,3.53,1.42,0.232,1.16,0.276,72.60%,3.97,4.24,251,2.65,0.34,0.62
62,Cristopher Sánchez,PHI,23,30,135.2,8,7,8,0,0,130,62,17,119,41,7.93,2.7,2.94,1.12,0.249,1.26,0.293,70.20%,4.12,4.16,228.2,2.95,0.33,0.49
63,Jon Gray,TEX,27,27,155.1,9,9,10,0,0,147,74,23,149,53,8.63,3.05,2.83,1.31,0.245,1.28,0.291,70.70%,4.3,4.39,315.6,1.61,0.16,1.06
64,DL Hall,MIL,15,36,101,6,5,5,1,4,85,44,12,123,45,11.01,3.98,2.77,1.07,0.225,1.29,0.302,72.80%,3.89,3.78,331.7,2.93,0.27,0.36
65,Charlie Morton,ATL,26,26,149.2,11,8,10,0,0,135,69,19,163,64,9.77,3.85,2.54,1.13,0.238,1.33,0.3,71.80%,4.15,4.22,231.9,1.94,0.46,1.38
66,Brady Singer,KCR,28,28,161,8,10,10,0,0,167,81,20,136,49,7.61,2.71,2.8,1.14,0.263,1.34,0.307,68.40%,4.5,4.29,445.2,3.25,-0.35,1.44
67,Kenta Maeda,DET,24,28,129.2,8,8,8,0,0,120,61,19,134,37,9.29,2.56,3.62,1.3,0.241,1.21,0.294,69.60%,4.21,4.04,247.9,2.55,-1.4,0.63
68,Yusei Kikuchi,TOR,28,28,148,9,8,9,0,0,136,69,23,157,54,9.56,3.26,2.93,1.4,0.241,1.28,0.293,72.90%,4.18,4.36,232.6,3.99,-0.24,0.97
69,Griffin Canning,LAA,25,25,139.1,8,8,9,0,0,129,64,22,148,44,9.58,2.83,3.39,1.44,0.243,1.24,0.295,72.70%,4.16,4.28,266.9,1.7,0.16,0.68
70,Jose Quintana,NYM,26,26,149.1,8,8,10,0,0,150,69,18,125,52,7.53,3.11,2.42,1.06,0.256,1.35,0.3,71.40%,4.17,4.23,415.5,3.51,-0.03,1.02
71,Kyle Gibson,STL,29,29,170.1,10,10,12,0,0,174,85,22,136,55,7.17,2.9,2.47,1.18,0.261,1.35,0.298,69.20%,4.48,4.46,430.8,3.89,-0.47,1.68
72,Miles Mikolas,STL,28,28,171.2,9,10,12,0,0,180,85,25,120,37,6.28,1.97,3.19,1.32,0.265,1.27,0.29,68.60%,4.46,4.55,415.9,2.46,0.27,1.23
73,Bryan Woo,SEA,25,31,133.2,7,8,8,0,0,116,58,18,143,43,9.6,2.93,3.28,1.22,0.231,1.2,0.286,71.60%,3.94,4.05,175,2.14,1.01,0.48
74,Seth Lugo,KCR,26,26,143,8,8,11,0,0,145,69,20,125,41,7.87,2.58,3.05,1.25,0.259,1.3,0.302,70.30%,4.33,4.29,259.8,3.64,-0.59,0.85
75,Lance Lynn,STL,27,27,160,9,10,11,0,0,155,80,26,151,49,8.53,2.79,3.06,1.45,0.25,1.28,0.292,69.90%,4.49,4.53,299.4,3.04,-0.67,1.37
76,Walker Buehler,LAD,21,21,121,9,6,8,0,0,112,53,16,113,33,8.37,2.46,3.4,1.22,0.241,1.2,0.286,71.70%,3.92,4.09,178.1,5.39,0.26,0.5
77,Chris Paddack,MIN,20,26,114.1,7,6,6,0,0,116,56,16,104,28,8.2,2.17,3.78,1.25,0.259,1.25,0.305,68.10%,4.41,4.05,293.5,3.94,-1.45,0.59
78,Triston McKenzie,CLE,25,25,141.1,8,9,10,0,0,123,65,22,141,48,8.96,3.04,2.95,1.41,0.231,1.21,0.273,71.80%,4.13,4.4,226.1,5.06,0.69,0.6
79,Frankie Montas,CIN,22,22,125,8,8,8,0,0,121,61,19,122,40,8.79,2.9,3.03,1.38,0.251,1.29,0.298,70.50%,4.41,4.37,330.3,2.73,0.95,0.78
80,Taj Bradley,TBR,22,37,129,8,7,7,0,0,118,60,20,136,44,9.51,3.04,3.12,1.39,0.239,1.25,0.291,72.10%,4.17,4.26,246.5,5.23,-1.33,0.58
81,Dane Dunning,TEX,27,29,156.2,9,9,9,0,0,159,76,21,133,55,7.63,3.16,2.42,1.19,0.258,1.36,0.3,70.80%,4.38,4.51,369.4,2.97,-0.06,1.43
82,Clarke Schmidt,NYY,27,27,142.1,8,8,8,0,0,140,69,21,128,45,8.12,2.84,2.85,1.3,0.253,1.3,0.295,70.20%,4.38,4.45,350.5,2.43,-0.97,0.98
83,Kutter Crawford,BOS,25,32,134.2,8,8,7,0,0,130,67,21,132,41,8.85,2.77,3.2,1.42,0.249,1.27,0.296,69.30%,4.5,4.38,255.7,2.34,0.87,0.96
84,Kyle Harrison,SFG,26,26,134.1,6,6,8,0,0,114,61,18,149,59,9.99,3.94,2.54,1.23,0.227,1.29,0.285,72.60%,4.08,4.33,269,3.07,0,0.68
85,Nick Lodolo,CIN,20,26,112,6,6,7,0,0,103,52,17,133,38,10.64,3.03,3.51,1.38,0.241,1.26,0.309,72.60%,4.15,4.22,243.6,6.77,-0.75,0.41
86,Taijuan Walker,PHI,28,28,158.1,10,9,10,0,0,155,81,22,124,57,7.06,3.23,2.19,1.26,0.252,1.34,0.284,68.60%,4.6,4.72,418.5,5.52,0.27,1.6
87,Graham Ashcraft,CIN,25,25,143.1,7,9,10,0,0,150,76,20,110,49,6.93,3.08,2.25,1.25,0.265,1.39,0.299,68.30%,4.75,4.73,397,2.45,0.24,1.57
88,Bryce Miller,SEA,25,25,141,8,8,9,0,0,132,65,21,128,35,8.19,2.24,3.66,1.32,0.245,1.19,0.285,69.80%,4.16,4.23,177.8,4.05,1.21,0.7
89,Steven Matz,STL,20,28,116.1,7,7,6,0,1,114,52,15,110,35,8.49,2.67,3.18,1.18,0.252,1.27,0.302,72.00%,4.05,4.07,362.3,2.99,-0.96,0.34
