#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP,InterSD,InterSK,IntraSD
275,Miguel Castro,ARI,0,57,54.2,4,3,0,2,12,49,26,6,54,25,8.86,4.04,2.19,1.04,0.237,1.35,0.291,70.50%,4.25,4.32,750.7,2,-0.69,0.45
276,Mason Thompson,WSN,0,40,42.1,2,3,0,0,6,43,22,5,36,18,7.57,3.77,2,1.01,0.26,1.44,0.306,69.10%,4.58,4.45,999,2.05,-0.9,0.54
277,Austin Adams,NYM,0,25,23.1,1,1,0,0,5,19,12,3,29,13,11.03,4.84,2.28,1.07,0.216,1.34,0.289,66.50%,4.64,4.37,999,2.06,-0.21,0.88
278,Richard Lovelady,,0,14,14,1,1,0,0,1,13,6,2,14,5,8.79,3.35,2.62,0.99,0.241,1.29,0.297,70.80%,4.02,4.03,999,1.25,1.17,1.16
279,Josh Simpson,MIA,0,25,26,1,1,0,0,1,23,12,3,29,14,9.94,4.85,2.05,0.98,0.237,1.44,0.306,73.20%,4.11,4.25,999,2.67,-1.25,0.9
280,Matt Barnes,,0,32,31.1,2,2,0,0,4,30,16,4,31,14,8.91,3.99,2.23,1.14,0.249,1.4,0.304,69.00%,4.62,4.41,999,1.56,0.32,0.72
281,Lou Trivino,NYY,0,23,23.1,1,2,0,1,1,22,11,3,24,10,9.15,3.86,2.37,1.09,0.249,1.39,0.308,72.20%,4.22,4.24,999,0.93,-0.6,0.94
282,Jackson Stephens,ATL,0,22,26.2,1,1,0,0,1,27,13,3,24,9,8.05,2.97,2.71,1.14,0.257,1.34,0.304,71.30%,4.23,4.25,999,1.09,0.44,0.94
283,Greg Weissert,BOS,0,44,46.2,4,2,0,0,7,44,23,6,50,22,9.63,4.17,2.31,1.18,0.243,1.4,0.305,71.10%,4.42,4.41,749.4,2.72,-2.08,0.4
284,Keider Montero,DET,0,18,18.2,1,1,0,0,1,18,9,2,18,6,8.61,2.99,2.88,1.1,0.249,1.3,0.302,69.90%,4.22,4.09,999,1.12,-1.15,1.08
285,Will Dion,CLE,1,7,11,1,2,0,0,0,10,5,1,10,4,8.64,3.16,2.74,1.15,0.24,1.27,0.289,74.90%,3.75,4.15,999,0.5,-1.32,1.19
286,Wes Parsons,TOR,1,18,22,1,2,0,0,1,21,11,3,21,9,8.75,3.8,2.3,1.28,0.244,1.36,0.292,71.30%,4.4,4.68,999,1.94,-0.69,0.97
287,Brad Hand,,0,44,43,3,3,0,0,4,40,21,6,42,18,8.89,3.82,2.33,1.16,0.245,1.37,0.298,69.90%,4.44,4.44,999,1.62,0.45,0.54
288,Zach Pop,TOR,0,22,23.1,1,1,0,0,2,23,11,3,20,8,7.71,3.04,2.53,1.02,0.257,1.34,0.304,70.20%,4.23,4.19,999,2.75,-1.24,0.99
289,Bryce Jarvis,ARI,2,27,39.2,2,2,0,0,1,40,21,5,34,18,7.77,3.96,1.96,1.14,0.258,1.45,0.303,69.20%,4.71,4.61,999,2.08,-0.93,0.55
290,Ty Adcock,SEA,0,25,26.1,1,1,0,0,2,25,12,4,25,7,8.45,2.38,3.56,1.35,0.246,1.21,0.289,72.00%,4.05,4.2,999,1.21,0.74,1.09
291,Austin Voth,SEA,3,38,51.2,2,3,1,0,4,52,26,8,49,19,8.47,3.28,2.58,1.4,0.256,1.36,0.301,71.60%,4.5,4.64,999,2.87,-0.72,0.45
292,Xzavion Curry,CLE,4,34,58.2,2,3,1,0,2,60,30,9,44,19,6.8,2.9,2.35,1.36,0.26,1.34,0.288,70.30%,4.53,4.81,747.6,2.3,-0.25,0.45
293,Adam Kloffenstein,STL,1,14,17,1,1,0,0,1,17,8,2,15,7,8.02,3.65,2.2,1.06,0.251,1.38,0.299,69.90%,4.39,4.41,999,1.55,-0.49,1.06
294,Jairo Iriarte,,0,19,21,1,1,0,0,1,18,10,3,23,10,10.01,4.11,2.44,1.14,0.232,1.33,0.295,70.50%,4.29,4.25,999,1.27,0.21,1.02
295,Cole Sands,MIN,0,25,30.2,1,1,0,0,1,29,15,4,30,12,8.97,3.62,2.48,1.19,0.249,1.37,0.304,71.10%,4.36,4.34,999,2.5,-0.96,0.87
296,DJ Herz,WSN,1,11,14.2,1,1,0,0,0,13,7,2,16,8,10.07,5.26,1.92,1.1,0.229,1.45,0.293,70.80%,4.49,4.54,999,1.38,-0.15,1.05
297,Matt Sauer,KCR,2,33,44.2,2,3,1,0,2,44,24,6,41,19,8.31,3.76,2.21,1.26,0.253,1.4,0.299,68.50%,4.76,4.67,999,2.01,-0.18,0.48
298,Oliver Ortega,HOU,0,19,22,1,1,0,0,2,21,10,3,22,10,8.8,3.89,2.26,1.12,0.244,1.37,0.296,72.00%,4.21,4.37,999,1.51,-0.45,0.99
299,Andrew Bellatti,,0,23,23,1,1,0,0,2,21,12,4,25,10,9.9,4.06,2.44,1.48,0.243,1.38,0.299,71.60%,4.61,4.66,999,1.42,0.06,0.9
300,José Quijada,LAA,0,18,18.1,1,2,0,1,4,15,9,2,21,9,10.45,4.3,2.43,1.18,0.224,1.31,0.288,70.20%,4.3,4.3,999,1.14,-0.38,1.07
301,Ryan Burr,PHI,0,13,15.1,1,1,0,0,0,15,8,2,13,5,7.43,2.83,2.62,1.13,0.252,1.29,0.291,66.70%,4.54,4.3,999,0.66,-1.17,1.12
302,Jose A. Ferrer,WSN,0,42,40.1,3,1,0,0,6,42,20,5,34,15,7.5,3.39,2.21,1.06,0.263,1.41,0.308,69.00%,4.57,4.39,999,3.46,-2.64,0.57
303,Sammy Peralta,CHW,0,30,34,2,2,0,0,3,34,17,5,30,12,7.97,3.26,2.45,1.2,0.258,1.37,0.303,70.50%,4.43,4.41,999,4.3,-1.35,0.76
304,Caleb Kilian,CHC,2,16,22,1,1,1,0,1,22,11,3,18,7,7.51,3.07,2.45,1.06,0.261,1.37,0.305,67.40%,4.6,4.58,750.2,1.99,-1.54,0.95
305,Jacob Waguespack,TBR,0,13,13.2,1,1,0,0,1,13,6,2,13,5,8.77,3.39,2.59,1.07,0.252,1.35,0.308,70.70%,4.26,4.14,999,0.88,0.72,1.12
306,Jose Cuas,CHC,0,53,51.2,3,2,0,0,9,50,25,6,52,24,8.98,4.23,2.12,1.03,0.25,1.43,0.309,72.20%,4.26,4.41,999,2.68,-1.56,0.48
307,Cade Smith,CLE,0,28,29.2,2,2,0,0,2,26,14,4,33,13,9.93,4.11,2.42,1.17,0.233,1.34,0.295,72.50%,4.14,4.27,999,1.41,-1.19,0.86
308,George Soriano,MIA,0,42,50.1,1,2,0,0,4,49,25,6,48,23,8.53,4.06,2.1,1.1,0.252,1.43,0.304,71.00%,4.44,4.52,999,3.89,-1.14,0.56
309,Dany Jiménez,OAK,0,53,53.2,2,3,0,7,12,44,25,7,57,28,9.51,4.75,2,1.17,0.221,1.35,0.273,72.70%,4.15,4.51,566.5,1.37,-0.43,0.78
310,Jackson Wolf,PIT,1,17,22.2,2,2,1,0,0,23,12,3,20,8,7.88,2.99,2.64,1.32,0.257,1.33,0.297,69.30%,4.56,4.5,999,1.57,-0.17,0.92
311,Stephen Kolek,SDP,0,19,20.2,1,1,0,0,1,20,10,2,18,8,7.92,3.7,2.14,0.96,0.253,1.39,0.302,69.00%,4.42,4.32,999,1.68,-0.13,0.99
312,Jay Jackson,MIN,0,35,37,3,2,0,0,3,33,16,6,38,12,9.38,3.04,3.08,1.5,0.238,1.24,0.284,77.30%,3.84,4.47,999,3.35,-0.25,0.87
313,Ryder Ryan,PIT,0,13,13.1,1,1,0,0,1,12,7,1,13,6,8.86,3.74,2.37,0.99,0.238,1.32,0.294,65.80%,4.58,4.1,999,0.96,-0.94,1.12
314,Josh Walker,NYM,0,16,15.1,1,1,0,0,1,14,7,2,16,6,9.13,3.38,2.7,1.16,0.245,1.32,0.301,72.00%,4.13,4.11,999,1,-1.53,1.13
315,Sean Newcomb,OAK,1,39,45.2,2,2,0,0,5,41,23,5,49,26,9.58,5.2,1.84,1.08,0.237,1.48,0.298,70.70%,4.57,4.6,999,3.04,-0.53,0.47
316,Naoyuki Uwasawa,TBR,1,15,21,1,1,0,0,1,21,11,3,18,7,7.71,3.14,2.46,1.29,0.253,1.33,0.291,68.80%,4.58,4.57,999,2.49,-1.15,1
317,Danny Young,NYM,0,7,7.2,0,0,0,0,0,7,3,1,8,3,9.74,3.86,2.53,0.71,0.246,1.37,0.323,74.10%,3.62,3.81,999,0.91,-1.19,1.26
318,Thomas Szapucki,SFG,0,5,7.2,0,0,0,0,1,7,4,1,9,4,10.67,4.55,2.35,0.97,0.233,1.38,0.31,72.30%,4.08,3.91,999,0.31,-0.01,1.22
319,Mike Baumann,BAL,0,40,46.1,3,3,0,0,5,44,22,5,44,21,8.49,3.99,2.13,1.05,0.246,1.39,0.298,71.80%,4.22,4.34,750.8,2.54,-0.93,0.54
320,Ron Marinaccio,NYY,0,43,45.2,2,3,0,0,7,37,21,6,52,24,10.37,4.78,2.17,1.14,0.219,1.34,0.282,72.40%,4.13,4.46,999,1.28,0.22,0.61
321,Tommy Nance,SDP,0,13,14,1,1,0,0,1,13,7,2,14,6,9.34,3.81,2.45,1.11,0.243,1.35,0.303,70.90%,4.28,4.22,999,2.06,-0.71,1.11
322,Cody Poteet,NYY,1,23,27.1,1,1,0,0,1,25,13,4,26,11,8.64,3.52,2.45,1.35,0.242,1.32,0.286,70.90%,4.41,4.59,999,1.24,-0.58,0.9
323,Víctor Arano,,0,13,13.2,1,1,0,0,0,13,6,2,14,5,8.83,3.21,2.75,1.19,0.245,1.3,0.297,71.40%,4.17,4.25,999,0.56,0.45,1.15
324,Parker Mushinski,HOU,0,27,28,1,1,0,0,1,26,13,3,28,10,8.83,3.3,2.67,1.07,0.242,1.29,0.296,71.50%,4.04,4.21,999,1.69,-0.54,0.98
325,Spencer Howard,SFG,1,18,23.1,1,2,0,0,1,23,13,4,24,9,9.3,3.48,2.67,1.52,0.258,1.39,0.31,68.40%,4.99,4.8,999,5.03,-0.83,0.84
326,Penn Murfee,ATL,0,17,16.2,1,1,0,0,1,16,8,2,17,6,9.14,3.39,2.7,1.29,0.248,1.33,0.301,71.50%,4.34,4.38,999,1.73,2.03,1.05
327,Daysbel Hernández,,0,28,28.1,2,1,0,0,2,26,14,4,32,14,10,4.36,2.29,1.19,0.239,1.39,0.303,71.70%,4.37,4.32,999,1.85,-0.81,0.74
328,Michael Rucker,PHI,0,23,26.1,1,1,0,0,1,26,14,4,24,10,8.17,3.33,2.45,1.31,0.255,1.37,0.299,69.10%,4.66,4.6,999,1.95,-0.66,0.89
329,Jimmy Cordero,,0,6,6.2,1,0,0,0,2,6,3,1,7,2,8.79,3.12,2.81,0.93,0.226,1.19,0.279,65.50%,4.19,3.87,999,0.73,2.11,1.25
330,Ryan Fernandez,STL,0,32,34,2,2,0,0,2,34,16,5,30,12,7.87,3.21,2.45,1.24,0.256,1.35,0.298,73.40%,4.16,4.47,999,1.56,-0.4,0.8
331,Carson Coleman,TEX,0,22,23,1,1,0,0,2,21,12,3,24,10,9.46,4.08,2.32,1.19,0.24,1.37,0.298,69.20%,4.56,4.49,999,1.68,0.27,0.91
332,Hogan Harris,,1,21,31,1,2,1,0,1,29,17,4,29,14,8.35,4.16,2.01,1.18,0.246,1.41,0.293,67.10%,4.86,4.63,999,3.69,-0.65,0.72
333,Andrew Vasquez,DET,0,16,17,1,1,0,0,1,16,8,2,16,8,8.39,4.11,2.04,0.87,0.244,1.39,0.299,70.30%,4.21,4.35,999,1.15,-0.37,1.08
334,Calvin Faucher,MIA,1,29,32.1,2,2,0,0,2,34,18,4,32,15,8.79,4.1,2.15,1.21,0.264,1.5,0.321,68.70%,4.95,4.54,999,3.1,-0.6,0.59
335,Jarlín García,,0,28,29.2,1,2,0,0,1,28,14,5,27,9,8.12,2.83,2.87,1.36,0.244,1.25,0.282,72.90%,4.08,4.47,999,0.72,1.19,1
336,Kirby Yates,TEX,0,59,58.2,3,4,0,2,13,49,27,9,71,31,10.94,4.7,2.33,1.35,0.222,1.35,0.287,74.30%,4.17,4.52,565.6,1.51,-0.24,0.38
337,Hunter Stratton,PIT,0,16,17,1,1,0,0,2,16,8,2,17,9,9.22,4.73,1.95,1.11,0.24,1.44,0.297,71.60%,4.41,4.54,999,1.58,0.21,1.02
338,Justin Slaten,NYM,0,37,41,2,2,0,0,5,41,23,6,45,19,9.92,4.17,2.38,1.34,0.254,1.45,0.317,68.30%,4.98,4.51,999,3.19,-0.77,0.41
339,Jorge López,NYM,1,48,53,3,3,0,1,8,52,26,7,50,20,8.49,3.39,2.5,1.25,0.253,1.36,0.301,71.00%,4.41,4.55,749.9,2.81,-0.09,0.48
340,Tucker Davidson,BAL,1,21,24,1,2,0,0,2,24,12,3,21,10,7.85,3.74,2.1,1.11,0.259,1.43,0.305,69.00%,4.65,4.48,999,4.61,-1.32,0.92
341,R.J. Dabovich,SFG,0,23,23.2,1,1,0,0,2,21,12,3,25,12,9.52,4.55,2.09,1.15,0.236,1.4,0.295,71.30%,4.39,4.44,999,0.57,-0.74,0.91
342,Darren McCaughan,MIA,0,11,14.1,1,1,0,0,1,15,7,2,12,4,7.41,2.25,3.29,1.38,0.269,1.32,0.305,68.60%,4.65,4.5,999,1.52,-0.39,1.11
343,Landon Knack,,0,11,14.2,1,1,0,0,0,14,7,2,14,4,8.35,2.7,3.1,1.33,0.252,1.28,0.296,70.20%,4.35,4.35,746.8,1.49,0.62,1.13
344,Braxton Ashcraft,PIT,0,14,15.1,1,1,0,0,1,15,8,2,14,5,7.96,3.15,2.53,1.19,0.255,1.34,0.299,70.20%,4.4,4.4,999,1,-1.95,1.09
345,Zak Kent,TEX,0,8,9,0,0,0,0,1,9,4,1,8,3,8.09,2.83,2.86,1.24,0.251,1.29,0.295,70.10%,4.31,4.29,999,0.92,-0.98,1.23
346,Grant Hartwig,NYM,0,23,25.1,3,2,0,0,1,25,13,3,24,12,8.52,4.28,1.99,1,0.251,1.45,0.307,69.50%,4.55,4.5,999,1.49,-0.26,0.75
347,Tyler Samaniego,PIT,0,18,18,1,1,0,0,2,18,9,2,15,9,7.5,4.31,1.74,0.9,0.259,1.49,0.307,70.50%,4.47,4.47,999,0.36,0.99,0.98
348,Colby White,TBR,0,28,27.1,1,1,0,0,1,25,13,4,30,14,10.01,4.55,2.2,1.24,0.237,1.41,0.3,71.90%,4.43,4.49,999,1.19,0.2,0.81
349,Ben Heller,PIT,0,19,20,1,1,0,0,3,20,10,2,19,8,8.34,3.66,2.28,1.06,0.253,1.39,0.305,68.80%,4.52,4.4,999,1.14,0.4,0.97
350,Jacob Misiorowski,MIL,1,19,24,1,1,0,0,1,20,12,3,27,13,10.02,4.87,2.06,1.26,0.228,1.4,0.286,70.10%,4.6,4.75,999,1.51,0.36,0.85
351,Randy Dobnak,MIN,0,9,12.1,1,1,0,0,1,14,6,1,9,5,6.88,3.57,1.93,0.81,0.288,1.57,0.336,71.60%,4.44,4.23,999,2.3,-0.32,1.08
352,Tyson Miller,SEA,0,15,17,1,1,0,0,1,16,8,2,16,6,8.58,3.37,2.55,1.24,0.246,1.32,0.294,71.40%,4.26,4.45,999,0.65,-0.68,1.07
353,Zach McAllister,,0,30,29.1,1,1,0,0,4,28,15,5,30,12,9.14,3.56,2.57,1.41,0.25,1.36,0.301,69.30%,4.72,4.7,999,1,-1.28,0.79
354,Ben Lively,CLE,4,34,55.1,3,4,1,0,1,57,29,9,49,17,7.93,2.82,2.81,1.51,0.261,1.34,0.298,70.10%,4.67,4.77,747.5,3.32,-0.49,0.4
355,Patrick Monteverde,MIA,2,15,24.2,1,2,0,0,1,26,13,4,20,9,7.22,3.37,2.14,1.35,0.265,1.42,0.299,69.60%,4.78,4.85,999,0.9,-0.11,0.86
356,Austin Pruitt,TEX,1,21,24.1,1,2,0,0,2,25,12,4,18,6,6.69,2.3,2.91,1.58,0.263,1.29,0.285,70.80%,4.57,4.95,999,1.02,2.6,0.99
357,Ethan Roberts,CHC,0,11,11.1,1,1,0,0,1,11,5,1,11,4,8.88,3.44,2.58,1.17,0.244,1.32,0.297,71.80%,4.17,4.33,999,1.2,2.21,1.16
358,Will Klein,KCR,0,15,16.2,1,1,0,0,1,17,9,2,17,9,9.2,5.13,1.79,0.95,0.257,1.57,0.323,68.80%,4.91,4.43,999,1.76,0.47,0.94
359,Francisco Pérez,,0,5,5.1,0,0,0,0,0,5,3,0,5,3,8.99,4.5,2,0.79,0.229,1.36,0.289,68.30%,4.28,4.03,999,0.86,-0.43,1.25
360,Anthony Gose,CLE,0,12,12,1,1,0,0,1,10,5,2,15,7,11.23,4.89,2.3,1.17,0.217,1.35,0.29,75.80%,3.84,4.24,999,0.95,-0.33,1.15
361,Rob Zastryzny,MIL,0,9,9,0,0,0,0,1,9,5,1,8,4,8.24,4.11,2,1.18,0.252,1.43,0.299,70.20%,4.61,4.58,999,2.06,-0.88,1.18
362,Anthony Misiewicz,NYY,0,16,16.2,1,1,0,0,1,17,8,3,15,6,8.35,3.39,2.46,1.4,0.26,1.4,0.305,71.40%,4.59,4.61,999,1.78,-0.87,1
363,Pierson Ohl,MIN,0,11,11.2,1,1,0,0,1,12,6,2,9,2,7.25,1.82,3.98,1.29,0.265,1.25,0.301,69.50%,4.3,4.27,999,0.58,0.15,1.19
364,Cole Sulser,NYM,0,14,15.2,1,1,0,1,2,15,8,2,16,6,9.07,3.75,2.41,1.43,0.25,1.38,0.299,72.40%,4.49,4.63,999,1.7,0.79,1.09
365,Brandon Bielak,HOU,3,31,46.1,3,3,1,0,3,46,22,6,40,19,7.71,3.64,2.12,1.17,0.257,1.41,0.299,72.70%,4.28,4.64,743.3,1.99,-0.69,0.56
366,Thomas Hatch,PIT,1,11,15.2,1,1,0,0,3,20,9,2,14,7,8.12,3.77,2.16,1.22,0.301,1.67,0.358,68.90%,5.38,4.69,999,2.53,-0.11,0.88
367,T.J. Brock,TOR,0,9,9,1,1,0,0,1,8,4,1,9,4,9.4,3.87,2.43,1.17,0.237,1.33,0.293,71.90%,4.18,4.34,999,0.49,0.61,1.19
368,Diego Castillo,TEX,0,17,17.2,1,1,0,1,2,16,9,2,16,8,8.28,4.06,2.04,1.23,0.243,1.38,0.286,70.00%,4.54,4.74,999,1.98,0.61,1.01
369,Yerry De Los Santos,NYY,0,15,15.2,1,1,0,0,2,15,7,2,14,7,8.06,3.82,2.11,1.07,0.256,1.42,0.305,72.80%,4.21,4.41,999,6.04,-1.93,1.1
370,Jonathan Bowlan,KCR,2,13,16,1,2,1,0,0,17,8,2,13,6,7.51,3.3,2.28,1.37,0.271,1.44,0.309,71.20%,4.69,4.78,999,2,-0.98,1.02
371,Evan Justice,COL,0,34,32.2,2,2,0,0,2,32,19,4,36,20,9.76,5.47,1.79,1.12,0.252,1.59,0.32,68.10%,5.17,4.75,999,5.24,-3.02,0.48
372,Cody Laweryson,MIN,0,12,12.2,1,1,0,0,1,13,6,2,12,4,8.47,3.13,2.7,1.22,0.254,1.33,0.302,69.30%,4.48,4.3,999,0.98,0.37,1.13
373,Tayler Saucedo,SEA,0,53,51.1,3,2,0,0,6,48,23,5,48,22,8.31,3.89,2.14,0.96,0.243,1.36,0.295,72.10%,4.04,4.28,999,2.69,-0.55,0.6
374,Joe La Sorsa,WSN,0,18,20,1,1,0,0,1,21,10,3,15,6,6.87,2.77,2.48,1.23,0.266,1.36,0.3,69.80%,4.51,4.65,999,2.43,-0.16,1.03
375,Connor Cooke,TOR,0,6,6.2,0,0,0,0,1,6,3,1,7,2,9.45,3.38,2.79,1.27,0.238,1.28,0.292,72.10%,4.14,4.31,999,0.69,-0.9,1.27
376,Nick Snyder,PHI,0,6,6,0,0,0,0,1,6,3,1,6,3,9.16,4.08,2.24,1.22,0.246,1.4,0.301,70.40%,4.54,4.4,999,0.96,-1.22,1.25
377,Codi Heuer,,0,20,20.2,1,1,0,0,1,20,10,3,18,8,7.92,3.51,2.26,1.2,0.253,1.37,0.296,71.30%,4.36,4.51,999,1.56,2.42,0.98
378,Easton Lucas,OAK,0,10,11.2,0,0,0,0,1,11,6,2,10,4,7.77,3.23,2.41,1.18,0.252,1.34,0.294,68.70%,4.51,4.37,999,1.1,0.86,1.19
379,Matt Wisler,,1,8,9.1,1,1,0,0,1,8,4,1,8,4,7.98,3.47,2.3,1.32,0.235,1.28,0.27,75.20%,3.9,4.65,999,3.6,-0.56,1.21
380,Mark Melancon,,0,18,18.1,1,2,0,2,0,20,9,2,13,7,6.42,3.39,1.9,0.98,0.272,1.46,0.308,70.70%,4.42,4.49,999,2.08,-0.21,1.03
381,Royber Salinas,OAK,0,7,8.1,0,1,0,0,0,7,4,1,9,4,9.64,4.32,2.23,1.04,0.23,1.35,0.291,72.30%,4.06,4.16,999,1.05,-0.57,1.24
382,Michael Tonkin,NYM,0,39,45,3,2,0,0,3,41,22,7,45,16,9.03,3.11,2.9,1.47,0.238,1.25,0.282,70.80%,4.38,4.56,999,1.76,-0.92,0.67
383,Blair Calvo,DET,0,6,6.2,0,0,0,0,1,6,4,0,4,3,5.96,3.58,1.67,0.63,0.237,1.3,0.271,58.70%,4.92,4.13,999,0.62,0.99,1.26
384,Justin Martinez,ARI,0,27,27.1,1,1,0,0,1,23,14,3,33,18,10.9,5.95,1.83,0.93,0.228,1.52,0.308,70.90%,4.51,4.42,750,2.85,-0.49,0.76
385,Brooks Kriske,CIN,0,7,7.1,0,0,0,0,1,6,4,1,8,4,9.96,4.44,2.24,1.5,0.236,1.39,0.289,70.70%,4.75,4.76,999,1.12,0.28,1.2
386,Wilking Rodríguez,STL,0,9,9.2,0,0,0,0,0,10,5,1,9,4,8.66,3.86,2.24,1.17,0.252,1.41,0.304,71.90%,4.35,4.43,999,1.91,0.9,1.17
387,Griff McGarry,PHI,1,9,13,0,0,0,0,1,11,7,2,13,8,9.35,5.73,1.63,1.23,0.234,1.52,0.286,70.30%,4.85,5,999,3.08,-1.32,1.06
388,José Ruiz,PHI,0,21,23,1,1,0,0,2,22,12,4,23,10,9.02,4.1,2.2,1.37,0.249,1.42,0.299,71.10%,4.65,4.78,999,2.5,-0.58,0.92
389,Justin Wilson,,0,11,11,1,1,0,0,1,11,5,2,11,4,8.71,3.63,2.4,1.27,0.251,1.38,0.301,71.90%,4.38,4.46,999,0.72,-0.13,1.14
390,James Naile,,0,13,16.1,1,1,0,0,1,19,9,2,12,6,6.86,3.29,2.09,1.02,0.284,1.51,0.326,68.90%,4.8,4.41,999,1.16,-1.36,1
391,Austin Pope,ARI,0,11,11.2,1,1,0,0,1,12,6,1,11,5,8.27,3.55,2.33,1.12,0.258,1.4,0.309,70.00%,4.49,4.37,999,0.64,0.56,1.13
392,Zach Brzykcy,WSN,0,16,16.1,1,1,0,0,1,15,8,2,16,8,9.02,4.28,2.11,1.22,0.243,1.41,0.295,70.20%,4.57,4.62,999,0.8,1.04,1.02
393,Tyler Duffey,,0,23,25.1,1,1,0,0,2,25,13,4,23,11,8.24,3.92,2.1,1.32,0.254,1.42,0.297,71.90%,4.52,4.75,999,1.51,0.98,0.9
394,Bailey Horn,CHW,0,6,8,1,0,0,0,0,8,4,1,8,4,9.03,4.62,1.96,1.04,0.255,1.51,0.316,68.50%,4.85,4.43,999,1.2,0.44,1.14
395,Chasen Shreve,TEX,0,21,21.1,1,1,0,0,3,21,11,3,21,8,8.68,3.53,2.46,1.46,0.251,1.36,0.295,71.30%,4.59,4.7,999,1.74,-0.73,0.98
396,Trevor Brigden,TBR,0,13,14.1,1,1,0,0,1,13,7,2,14,5,8.92,3.42,2.61,1.35,0.242,1.31,0.289,71.20%,4.35,4.52,999,1.11,1.18,1.11
397,Kade McClure,,0,14,14.1,1,1,0,0,1,15,7,2,11,5,7.17,3.04,2.36,1.21,0.266,1.39,0.304,69.80%,4.57,4.56,999,0.7,-1.09,1.08
398,Tim Cate,WSN,0,10,10.1,1,1,0,0,1,11,5,1,8,4,7.02,3.63,1.93,1.08,0.265,1.45,0.304,69.10%,4.68,4.59,999,0.88,0.04,1.14
399,Hayden Juenger,TOR,0,12,12,1,1,0,0,1,11,6,2,12,5,8.94,3.61,2.48,1.33,0.243,1.33,0.291,71.70%,4.35,4.54,999,0.64,-1.09,1.14
400,Bryan Hoeing,MIA,2,30,39.1,2,2,0,0,2,42,21,6,29,12,6.71,2.71,2.47,1.31,0.269,1.37,0.299,66.80%,4.89,4.69,999,3.14,-0.72,0.66
401,Dinelson Lamet,LAD,0,11,11.2,1,1,0,0,1,12,7,2,13,6,10.2,4.29,2.38,1.42,0.253,1.46,0.318,66.20%,5.28,4.61,999,5.81,-1.13,1.03
402,Roddery Muñoz,MIA,0,15,15,1,1,0,0,1,15,8,2,14,7,8.42,4.11,2.05,1.13,0.255,1.45,0.307,71.00%,4.52,4.51,999,1.03,0.22,1.04
403,Kyle Crick,NYM,0,16,15.2,1,1,0,0,4,12,7,2,16,8,9.43,4.68,2.02,1.1,0.214,1.31,0.265,69.60%,4.27,4.55,999,1.07,-0.54,1.11
404,Glenn Otto,SDP,1,22,29.1,1,2,0,0,2,27,15,4,28,14,8.72,4.16,2.09,1.3,0.241,1.38,0.286,70.00%,4.6,4.75,999,3.43,-0.82,0.81
405,Matt Andriese,MIA,0,6,6,0,0,0,0,1,7,3,1,5,2,6.85,2.31,2.96,1.26,0.277,1.37,0.312,69.10%,4.62,4.42,999,0.9,-0.82,1.26
406,Jordan Weems,WSN,0,57,61,3,3,0,0,10,55,31,9,63,29,9.24,4.27,2.16,1.38,0.238,1.38,0.287,71.20%,4.57,4.77,999,2.78,-1.06,0.25
407,Jhonathan Diaz,,1,14,18,1,1,0,0,2,18,9,2,15,8,7.29,3.75,1.95,1.05,0.253,1.4,0.293,70.40%,4.38,4.71,999,1.04,-0.25,1.05
408,Max Kranick,NYM,0,15,15.1,1,1,0,0,2,15,8,2,14,5,7.9,3.15,2.51,1.3,0.256,1.35,0.296,70.90%,4.43,4.55,999,1.02,-1.15,1.11
409,Luis Perdomo,,0,19,19.1,1,1,0,0,1,20,10,3,15,7,7.12,3.22,2.21,1.23,0.265,1.41,0.302,69.20%,4.68,4.68,999,1.79,-0.01,1
410,Nick Vespi,BAL,0,23,26,2,1,0,0,1,26,12,4,23,9,8,2.96,2.7,1.24,0.254,1.32,0.297,72.50%,4.16,4.39,999,1.4,-0.51,0.92
411,Alex Reyes,,0,12,12.1,1,1,0,0,0,10,6,2,14,7,10.2,5.39,1.89,1.12,0.227,1.45,0.292,71.20%,4.48,4.54,999,1.58,-2.2,1.06
412,Trey Wingenter,DET,0,25,25,1,1,0,0,1,24,13,3,28,11,9.91,4.1,2.42,1.2,0.245,1.4,0.31,69.30%,4.62,4.4,999,3.21,-1.38,0.88
413,Marc Church,TEX,0,29,31.2,3,2,0,0,1,30,16,5,33,15,9.32,4.36,2.14,1.32,0.247,1.44,0.302,72.40%,4.51,4.67,999,0.89,-0.15,0.64
414,Matt Gage,LAD,0,19,20.2,1,1,0,0,1,20,10,3,20,9,8.71,3.95,2.2,1.19,0.252,1.42,0.304,74.00%,4.19,4.48,999,2.03,-1.06,1.02
415,Alex Speas,CHW,0,31,31.1,1,6,0,0,4,27,16,4,37,19,10.67,5.59,1.91,1.11,0.231,1.49,0.304,71.00%,4.6,4.49,999,3.94,-2.48,0.72
416,Ken Giles,ATL,0,15,14.2,1,1,0,0,1,15,8,2,17,8,10.12,4.94,2.05,1.23,0.253,1.53,0.323,68.40%,5.09,4.55,999,2.55,-0.28,0.97
417,Nic Enright,CLE,0,9,8.2,1,1,0,0,1,8,4,1,8,3,8.52,2.86,2.98,1.41,0.246,1.26,0.288,71.60%,4.28,4.42,999,0.39,2.75,1.21
